Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢣꢵꢜ꣄,दाट्,தா3ட்,daat',dAT,dāṭ,d̪ɑːʈ,cross,கட
ꢤꢶꢭ꣄ꢭꣁ ꢲꣂ,धिल्ला॑ हो,தி4ல்லொ ஹோ,dhillo' ho,dhillO ho,dhillŏ ho,d̪ʰɪllo ɦoː,become loose,கடகட
ꢗꣁꢞ꣄ꢞꢦꣁꢞꢶ ꢙꢮꢵꢜ꣄,चा॑ड्ड पा॑डि जवाट,சொட்3ட3 பொடி3 ஜவாட்,cho'd'd'apo'd'i javaat',cODDapODi javAT,cŏḍḍapŏḍi javāṭ,t͡ʃoɖɖəpoɖɪ d͡ʒəʋɑːʈ,smuggle,கடத்து
ꢦꢬ꣄ꢮꢡ꣄ ꢒꢿꢬ꣄,पर्वत केर,பர்வத் கேர்,parvat ker,parvat ker,parvat ker,pəɾʋət̪ keːɾ,scold,கடி
ꢗꢵꢮ꣄,चाव्,சாவ்,chaav,cAv,cāv,t͡ʃɑːʋ,bite,கடி
ꢬꢵꢒ꣄ ꢂꢮꢳ꣄ꢳꢾ,राक् अवळ्ळे,ராக்அவள்ளே,raak aval'l'e',rAk avaLLE,rāk aval̤l̤ĕ,ɾɑːk əʋəɭɭe,get angry,கடு
ꢨꢶꢱ꣄ꢱꣁ ꢙꢵ,बिस्सो जा,பி3ஸ்ஸொ ஜா,bisso' jaa,bissO jA,bissŏ jā,bɪs̪s̪o d͡ʒɑː,go fast,கடுகு
ꢔꢸꢱꢹꢳ,गुसुळ,கு3ஸுள்,gusool'a,gusULa,gusūl̤a,gus̪uːɭə,churn,கடை
ꢥꢶꢬꢷꢒ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,निरीक्षणा॑ केर,நிரீக்ஷணொ கேர்,nireekshano' ker,nirIkSaNO ker,nirīkṣaṇŏ ker,n̪ɪɾiːkʂəɳo keːɾ,supervise,கண்காணி
ꢂꢮꢥ꣄ꢗꢵꢭ꣄ ꢱꢖ꣄ꢔꢶ,अवन्चाल सङ्गि,அவன்சால் ஸங்கி3,avanchaal sangi,avancAl saGgi,avancāl saṅgi,əʋən̪t͡ʃɑːl s̪əŋgɪ,predict,கணி
ꢒꢾꢡ꣄ꢬꢶꢒ꣄ꢒꢾ ꢲꣁꢬ꣄ ꢒꢵꢜ꣄,केत्रिक्के होर्काट,கெத்ரிக்கெ ஹோர் காட்,ke'trikke' ho'r kaat',kEtrikkE hOr kAT,kĕtrikkĕ hŏr kāṭ,ket̪ɾɪkke ɦoɾ kɑːʈ,cut by scissors,கத்தரி
ꢬꢾꢗ꣄ꢗꣁ ꢡꢵꢫ꣄ ꢩꢮꢵꢜ꣄ ꢡꢵꢫ꣄,र॑च्चा॑ ताय भवाट ताय,ரெச்சொ தாய் ப4வாட் தாய்,re'chcho' taay bhavaat' taay,rEccO tAy bhavAT tAy,rĕccŏ tāy bhavāṭ tāy,ɾet͡ʃt͡ʃo t̪ɑːj bʰəʋɑːʈ t̪ɑːj,shout,கத்து
ꢕꢾꢞꢶꢨꣁꢮ꣄,घ॑डि बोव,கெ4டி3 போ3வ்,ghe'd'ibo'v,ghEDibOv,ghĕḍibŏv,gʰeɖɪboʋ,shout,கத்து
ꢒꢸꢖBꢔꢶ ꢬꣂꢜ꣄,कुङ्गिरोट्,குங்கி3ரோட்,kungaBgi rot',kuGaBgi roT,kuṅaBgi roṭ,kuŋəBgɪ ɾoːʈ,weep,கதறு
ꢓꢾꢥꢶ ꢔꢵꢮ꣄,ख॑नि गाव्,கெ2னி கா3வ்,khe'ni gaav,khEni gAv,khĕni gāv,kʰen̪ɪ gɑːʋ,tell,கதை
ꢮꢱ꣄ꢥꣁ ꢣꢾ,वस्नो दे,வஸ்னொ தே3,vasno' de',vasnO dE,vasnŏ dĕ,ʋəs̪n̪o d̪e,be fragrant,கமழ்
ꢒꢾꢬ ꢒꢾꢬ ꢒꢿꢬ꣄,क॑रक॑र केर्,கெரகெர கேர்,ke'ra ke'ra ker,kEra kEra ker,kĕra kĕra ker,keɾə keɾə keːɾ,get irritation in throat,கமறு
ꢔꢾꢬ꣄ꢙꢥꣁ ꢒꢿꢬ꣄,ग॑र्जना॑ केर्,கெ3ர்ஜனொகேர்,ge'rjano' ker,gErjanO ker,gĕrjanŏ ker,geɾd͡ʒən̪o keːɾ,roar,கர்ச்சி
ꢚꢵꢫ꣄,झाय्,ஜா2ய்,jhaay,jhAy,jhāy,d͡ʒʰɑːj,"steal, hide",கர
ꢪꢷꢜ꣄ꢒꢥꢶ ꢭꢵꢔ꣄,मीट्कनि लाग,மீட்கனி லாக்3,meet'kani laag,mITkani lAg,mīṭkani lāg,miːʈkən̪ɪ lɑːg,be salty,கரி
ꢒꢳꣁ ꢲꣁꢱ꣄ꢡꢶꢱꣁ ꢙꢵꢭ꣄,कळा॑ होस्तिसा॑ जाल,களொ ஹோஸ்திஸொ ஜாள்,kal'o' ho'stiso' jaal,kaLO hOstisO jAl,kal̤ŏ hŏstisŏ jāl,kəɭo ɦos̪t̪ɪs̪o d͡ʒɑːl,burn black,கருக்கு
ꢂꢨꢶꢦ꣄ꢬꢵꢫ꣄ ꢦꣁꢜ꣄,अबिप्राय पोट,அபி3ப்ராய் போட்,abipraay po't',abiprAy pOT,abiprāy pŏṭ,əbɪpɾɑːj poʈ,opine,கருது
ꢕꢸꢭꢫꢶ ꢙꢵ,घुलयि जा,கு4லயி ஜா,ghulayi jaa,ghulayi jA,ghulayi jā,gʰuləjɪ d͡ʒɑː,be dissolved,கரை
ꢒꢾꢬꢶꢖ꣄ꢔꢶ ꢙꢵ,क॑रिङ्गि जा,கெரிங்கி3 ஜா,ke'ringi jaa,kEriGgi jA,kĕriṅgi jā,keɾɪŋgɪ d͡ʒɑː,be dissolved,கரை
ꢕꢸꢭꢵꢜ꣄,घुलाट,கு4லாட்,ghulaat',ghulAT,ghulāṭ,gʰulɑːʈ,dissolve,கரை
ꢒꢾꢬꢸꢖ꣄ꢔꢵꢜ꣄,क॑रुङ्गाट,கெருங்கா3ட்,ke'rungaat',kEruGgAT,kĕruṅgāṭ,keɾuŋgɑːʈ,dissolve,கரை
ꢱꢶꢒ꣄ꢒꢶ,सिक्कि,ஸிக்கி,sikki,sikki,sikki,s̪ɪkkɪ,learn,கல்
ꢒꢮ꣄ꢭꢶ,कव्लि,கவ்லி,kavli,kavli,kavli,kəʋlɪ,"mix, stir",கலக்கு
ꢪꢶꢱ꣄ꢬꢠꣁ ꢒꢿꢬ꣄,मिस्रणा॑ केर,மிஶ்ரணொ கேர்,misrano' ker,misraNO ker,misraṇŏ ker,mɪs̪ɾəɳo keːɾ,"mix, stir",கலக்கு
ꢱꢾꢣ꣄ꢣꢸ ꢡꢵꢫ꣄,स॑द्दु ताय,ஸெத்3து3 தாய்,se'ddu taay,sEddu tAy,sĕddu tāy,s̪ed̪d̪u t̪ɑːj,be noisy,கலகல
ꢒꢮ꣄ꢭꢫꢶꢬꢴꢵ,कव्लयि र्हा,கவ்லயிரா:,kavlayirhaa,kavlayirhA,kavlayirhā,kəʋləjɪɾɦɑː,"be mixed, be stirred",கலங்கு
ꢂꢯ꣄ꢬꢿꢠꢶꢲꣁ,अश्रेणी हो,அஶ்ரேணி ஹோ,ashreniho',azreNihO,aśreṇihŏ,əʃɾeːɳɪɦo,be shuffled,கலை
ꢂꢯ꣄꣄ꢬꢿꢠꢶ ꢒꢿꢬ꣄,अश्रेणि केर,அஶ்ரேணி கேர்,ashreni ker,azreNi ker,aśreṇi ker,əʃɾeːɳɪ keːɾ,shuffle,கலை
ꢃꢒꢬ꣄ꢰꢶ,आकर्षि,ஆகர்ஷி,aakarshi,AkarSi,ākarṣi,ɑːkəɾʂɪ,attract,கவர்
ꢩꣁꢬꢶꢙꢵ,भा॑रि जा,பொ4ரி ஜா,bho'rijaa,bhOrijA,bhŏrijā,bʰoɾɪd͡ʒɑː,"overflow, cover",கவி
ꢡꢾꢭ꣄ꢒꢫꢶ ꢙꢵ,त॑ल्कयि जा,தெல்கயி ஜா,te'lkayi jaa,tElkayi jA,tĕlkayi jā,t̪elkəjɪ d͡ʒɑː,"overflow, cover",கவி
ꢲꢸꢞꣁ ꢡꢶꢞꣁ ꢕꢭꢫꢶ ꢙꢵ,हुडा॑तिडा॑ घलयि जा,ஹுடொ3திடொ3 க4லயி ஜா,hud'o' tid'o' ghalayi jaa,huDO tiDO ghalayi jA,huḍŏ tiḍŏ ghalayi jā,ɦuɖo t̪ɪɖo gʰələjɪ d͡ʒɑː,get upside down,கவிழ்
ꢤꢶꢭ꣄ꢭꣁꢦꣁꢜ꣄,धिल्ला॑ पोट,தி4ல்லொபோட்,dhillo'po't',dhillOpOT,dhillŏpŏṭ,d̪ʰɪllopoʈ,be loose,கழல்
ꢲꢿꢜ꣄,हेट्,ஹேட்,het',heT,heṭ,ɦeːʈ,remove,கழற்று
ꢲꢾꢞꢶ ꢡꢵꢫ꣄,ह॑डिताय्,ஹெடி3தாய்,he'd'i taay,hEDi tAy,hĕḍi tāy,ɦeɖɪ t̪ɑːj,remove,கழற்று
ꢣꢶꢥ꣄ꢥꢸ ꢙꢮꢵꢜ꣄,दिन्नु जवाट्,தி3ன்னு ஜவாட்,dinnu javaat',dinnu javAT,dinnu javāṭ,d̪ɪn̪n̪u d͡ʒəʋɑːʈ,be spent,கழி
ꢩꢷꢜ꣄,भीट्,பீ4ட்,bheet',bhIT,bhīṭ,bʰiːʈ,subtract,கழி
ꢤꢹꢮ꣄,धूव्,தூ4வ்,dhoov,dhUv,dhūv,d̪ʰuːʋ,wash,கழுவு
ꢱꣁꢮ꣄ꢞꢶ,सा॑व्डि,ஸொவ்டி3,so'vd'i,sOvDi,sŏvḍi,s̪oʋɖɪ,undress,களை
ꢱꢷꢥ꣄ꢦꣁꢥ꣄ꢣꢶ,सीन्पा॑न्दि,ஶீன்பொந்தி3,seenpo'ndi,sInpOndi,sīnpŏndi,s̪iːn̪pon̪d̪ɪ,be tired,களை
ꢱꢶꢒ꣄ꢒꢵꢜ꣄,सिक्काट्,ஸிக்காட்,sikkaat',sikkAT,sikkāṭ,s̪ɪkkɑːʈ,teach,கற்பி
ꢣꢹꢡ꣄ ꢦꢷꢳ꣄,दूत्पीळ्,தூ3த் பீள்,doot peel',dUt pIL,dūt pīl̤,d̪uːt̪ piːɭ,to milk,கற
ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄ꢮꢶ,चुट्टु फीर्वि,சுட்டுபி2ர்வி,chut't'u pheervi,cuTTu phIrvi,cuṭṭu phīrvi,t͡ʃuʈʈu pʰiːɾʋɪ,rotate,கறக்கு
ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄,चुट्टुफीर्,சுட்டுபீ2ர்,chut't'u pheer,cuTTu phIr,cuṭṭu phīr,t͡ʃuʈʈu pʰiːɾ,go round,கறங்கு
ꢱꢵꢦꢥꣁ ꢣꢿ,सापना॑ दे,ஸாபனொ தே3,saapano' de,sApanO de,sāpanŏ de,s̪ɑːpən̪o d̪eː,frown,கறுவு
ꢦꣁꢳ꣄ꢳꣁ ꢲꣂ,पोळ्ळा॑हो,பொள்ளொ ஹோ,po'l'l'o' ho,pOLLO ho,pŏl̤l̤ŏ ho,poɭɭo ɦoː,ripen,கனி
ꢒꢨꢵꢜ꣄,कबाट्,கபா3ட்,kabaat',kabAT,kabāṭ,kəbɑːʈ,protect,கா
ꢣꢾꢒ꣄ꢒꢵꢜ꣄,द॑क्काट्,தெ3க்காட்,de'kkaat',dEkkAT,dĕkkāṭ,d̪ekkɑːʈ,show,காட்டு
ꢦꢶꢬꢿꢮ꣄ ꢒꢿꢬ꣄,पिरेव केर्,ப்ரேவ்கேர்,pirev ker,pirev ker,pirev ker,pɪɾeːʋ keːɾ,love,காதலி
ꢱꢸꢒ꣄ꢒꢶ ꢙꢵ,सुक्कि जा,ஸுக்கிஜா,sukki jaa,sukki jA,sukki jā,s̪ukkɪ d͡ʒɑː,"dry, boil",காய்
ꢡꢦ꣄ꢦꢶ ꢙꢵ,तप्पि जा,தப்பி ஜா,tappi jaa,tappi jA,tappi jā,t̪əppɪ d͡ʒɑː,"dry, boil",காய்
ꢒꢫ꣄ꢭꣁ ꢣꢾ,कय्ला॑ दे,கய்லொ தே3,kaylo' de',kaylO dE,kaylŏ dĕ,kəjlo d̪e,give fruit,காய்
ꢡꢦꢵꢜ꣄,तपाट,தபாட்,tapaat',tapAT,tapāṭ,t̪əpɑːʈ,boil,காய்ச்சு
ꢂꢨ꣄ꢨꢳ꣄ꢳꢿ,अब्बळ्ळे,அப்3ப3ள்ளே,abbal'l'e,abbaLLe,abbal̤l̤e,əbbəɭɭeː,get,கிட்டு
ꢦꣁꢞ꣄ ꢬꢴꢵ,पा॑ड् र्हा,பொட்3 ரா:,po'd' rhaa,pOD rhA,pŏḍ rhā,poɖ ɾɦɑː,lying there,கிட
ꢥꢶꢖ꣄ꢙꢵꢜ꣄,निञ्जाट्,நிஞ்ஜாட்,ningjaat',niGjAT,niṅjāṭ,n̪ɪŋd͡ʒɑːʈ,make lie down,கிடத்து
ꢓꢶꢠ꣄ꢓꢶꢠꢵꢜ꣄ ꢒꢪ꣄ꢦꢥꣁ ꢒꢿꢬ꣄,खिण्खिणट्,கி2ண்கிணாட்,khinkhinaat' kampano' ker,khiNkhiNAT kampanO ker,khiṇkhiṇāṭ kampanŏ ker,kʰɪɳkʰɪɳɑːʈ kəmpən̪o keːɾ,tremble,கிடுகிடு
ꢓꢶꢠ꣄ꢓꢶꢠꢵꢜ꣄ ꢒꢪ꣄ꢦꢥꣁ ꢒꢿꢬ꣄,कम्पना॑ केर,கம்பனொ கேர்,khinkhinaat' kampano' ker,khiNkhiNAT kampanO ker,khiṇkhiṇāṭ kampanŏ ker,kʰɪɳkʰɪɳɑːʈ kəmpən̪o keːɾ,tremble,கிடுகிடு
ꢂꢨ꣄ꢨꢱ꣄ꢡꢶꢱꣁ ꢬꢴꢵ,अब्बस्तिसा॑ र्हा,அப்3ப3ஸ்திஸொ ரா:,abbastiso' rhaa,abbastisO rhA,abbastisŏ rhā,əbbəs̪t̪ɪs̪o ɾɦɑː,available,கிடை
ꢒꢮ꣄ꢭꢶ,कव्लि,கவ்லி,kavli,kavli,kavli,kəʋlɪ,stir,கிண்டு
ꢥꣁꢠ꣄ꢜꢶꢭꢶꢗꢵꢭ꣄,ना॑ण्टिलिचाल्,நொண்டி3லிசால்,no'nt'ilichaal,nONTilicAl,nŏṇṭilicāl,n̪oɳʈɪlɪt͡ʃɑːl,limp,கிந்து
ꢚꢹꢬ꣄ ꢆꢜ꣄ꢗꢶꢭꢾ,झूर्,ஜூ2ர்,jhoor ut'chile',jhUr uTcilE,jhūr uṭcilĕ,d͡ʒʰuːɾ uʈt͡ʃɪle,absorb,கிரகி
ꢔ꣄ꢬꢲꢥꣁ ꢒꢿꢬ꣄,उट्चिले,உட்சிலே,grahano' ker,grahanO ker,grahanŏ ker,gɾəɦən̪o keːɾ,absorb,கிரகி
ꢔ꣄ꢬꢲꢥꣁ ꢒꢿꢬ꣄,ग्रहना॑ केर,க்3ரஹனொ கேர்,grahano' ker,grahanO ker,grahanŏ ker,gɾəɦən̪o keːɾ,absorb,கிரகி
ꢩꢜ꣄ꢜꢶ ꢙꢵ,फट्टि जा,ப2ட்டி ஜா,bhat't'i jaa,bhaTTi jA,bhaṭṭi jā,bʰəʈʈɪ d͡ʒɑː,be tore off,கிழி
ꢩꢵꢜ꣄,फाट्,பா2ட்,bhaat',bhAT,bhāṭ,bʰɑːʈ,tear off,கிழி
ꢗꢸꢠ꣄ꢜꢶ,चुण्टि,சுண்டி,chunt'i,cuNTi,cuṇṭi,t͡ʃuɳʈɪ,pinch,கிள்ளு
ꢥꢶꢔꢶꢳꢵꢜ꣄,निगिळाट्,நிகி3ளாட்,nigil'aat',nigiLAT,nigil̤āṭ,n̪ɪgɪɭɑːʈ,start,கிளப்பு
ꢥꢶꢔꢳ꣄,निगिळ,நிகி3ள்,nigal',nigaL,nigal̤,n̪ɪgəɭ,start,கிளம்பு
ꢒꢮ꣄ꢭꢶꢱꣂꢜ꣄,कव्लिसोट्,கவ்லிஸோட்,kavlisot',kavlisoT,kavlisoṭ,kəʋlɪs̪oːʈ,"poke, dig up",கிளறு
ꢯꢵꢓꣁ ꢱꣂꢜ꣄,शाखा॑ सोट,ஶாகொ2 ஸோட்,shaakho' sot',zAkhO soT,śākhŏ soṭ,ʃɑːkʰo s̪oːʈ,branch out,கிளை
ꢣꣁꢱ꣄ꢒꣁ ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄,दा॑स्का॑ चुट्टु फीर,தொ3ஸ்கொசுட்டு பீ2ர்,do'sko' chut't'u pheer,dOskO cuTTu phIr,dŏskŏ cuṭṭu phīr,d̪os̪ko t͡ʃuʈʈu pʰiːɾ,feel giddiness,கிறங்கு
ꢕꢶꢬ꣄ꢒꢶ,घिर्कि,கி4ர்கி,ghirki,ghirki,ghirki,gʰɪɾkɪ,scribble,கிறுக்கு
ꢒꣁꢮ꣄ꢬꢶ,कोव्रि,கொவ்ரி,ko'vri,kOvri,kŏvri,koʋɾɪ,tear,கீறு
ꢦꢿ,पे,பே,pe,pe,pe,peː,drink,குடி
ꢱꢾꢣ꣄ꢣꢸ ꢱꢨꣁ ꢒꢿꢬ꣄,सेद्दु बा॑ केर,ஸெத்3து3 ஸபொ3 கேர்,se'ddu sabo' ker,sEddu sabO ker,sĕddu sabŏ ker,s̪ed̪d̪u s̪əbo keːɾ,act like rattle,குடுகுடு
ꢕꢸꢮꣁ ꢒꢿꢬ꣄,घुवा॑ केर,கூ4வொ கேர்,ghuvo' ker,ghuvO ker,ghuvŏ ker,gʰuʋo keːɾ,carve out,குடை
ꢮ꣄ꢫꢮꢱ꣄ꢢꣁ ꢥꢴꢷꢡ꣄ꢡꢶꢱꣁ ꢒꢿꢬ꣄,व्यवस्थो न्हीत्तिसा॑ केर,வ்யவஸ்தொ2 நீ:த்திஸொ கேர்,vyavastho' nheettiso' ker,vyavasthO nhIttisO ker,vyavasthŏ nhīttisŏ ker,ʋjəʋəs̪t̪ʰo n̪ɦiːt̪t̪ɪs̪o keːɾ,make disorder,குணக்கு
ꢮ꣄ꢫꢮꢱ꣄ꢢꣁ ꢥꢴꢷꢡ꣄ꢡꢶꢱꣁ ꢲꣁ,व्यवस्थो न्हीत्तिसा॑ हो,வ்யவஸ்தொ2 நீ:த்திஸொ ஹோ,vyavastho' nheettiso' ho',vyavasthO nhIttisO hO,vyavasthŏ nhīttisŏ hŏ,ʋjəʋəs̪t̪ʰo n̪ɦiːt̪t̪ɪs̪o ɦo,be disordered,குணங்கு
ꢃꢒꢬ꣄ꢰꢥꣁ ꢒꢿꢬ꣄,आकर्षना॑ केर,ஆகர்ஷனொ கேர்,aakarshano' ker,AkarSanO ker,ākarṣanŏ ker,ɑːkəɾʂən̪o keːɾ,speak/act to attract,குணட்டு
ꢔꢸꢱꢸꢔꢸꢱꢸ ꢒꢿꢬ꣄,गुसुगुसु केर,கு3ஸுகு3ஸு கேர்,gusugusu ker,gusugusu ker,gusugusu ker,gus̪ugus̪u keːɾ,murmur,குணுகுணு
ꢔꢸꢣ꣄ꢣꢶ,गुद्दि,கு3த்3தி3,guddi,guddi,guddi,gud̪d̪ɪ,"fist, pinch",குத்து
ꢗꢮꢶ ꢒꢵ,चवि खा,சவி கா2,chavi kaa,cavi kA,cavi kā,t͡ʃəʋɪ kɑː,chew,குதம்பு
ꢤꢸꢖ꣄ꢒꢶ,धुङ्कि,து4ங்கி,dhunki,dhuGki,dhuṅki,d̪ʰuŋkɪ,jump,குதி
ꢒꢸꢰꢵꢭ꣄ ꢒꢿꢬ꣄,कुषाल्केर्,குஷால்கேர்,kushaal ker,kuSAl ker,kuṣāl ker,kuʂɑːl keːɾ,enjoy,குதூகலி
ꢲꢳ꣄ꢳꢸ ꢔꢸꢣ꣄ꢣꢶ,हळ्ळु गुद्दि,ஹள்ளுகு3த்3தி3,hal'l'u guddi,haLLu guddi,hal̤l̤u guddi,ɦəɭɭu gud̪d̪ɪ,pound gently,கும்மு
ꢏꢔꢬꢶ ꢒꢿꢬ꣄,आ॑गरि केर्,ஒக3ரிகேர்,o'gari ker,Ogari ker,ŏgari ker,ogəɾɪ keːɾ,feel vomiting,குமட்டு
ꢔꣂꢦꢸꢬ꣄ ꢒꢾꢬꢱ꣄ꢡꢾ,गा॑पुर्केरस्ते,கொ3பு3ர்கெரஸ்தே,gopur ke'raste',gopur kErastE,gopur kĕrastĕ,goːpuɾ keɾəs̪t̪e,pile up,குமி
ꢔꢸꢣ꣄ꢣꢶ,गुद्दि,கு3த்3தி3,guddi,guddi,guddi,gud̪d̪ɪ,beat with fist,குத்து
ꢪꣁꢥ꣄ꢥꢸꢪ꣄ ꢲꢸꢳꣁ ꢦꢾꢮ꣄ꢞꢫ ꢶꢬꢴꢵ,मा॑न्नुम्हुळा॑ पेव्डयि र्हा,மொன்னும்ஹுளொபெவ்ட3யி ரா:,mo'nnum hul'o' pe'vd'aya irhaa,mOnnum huLO pEvDaya irhA,mŏnnum hul̤ŏ pĕvḍaya irhā,mon̪n̪um ɦuɭo peʋɖəjə ɪɾɦɑː,Spurt out,குமுறு
ꢭꢸꢪ꣄ꢦ꣄ꢶꢭꢿ,लुम्पिले,லும்பிலே,lump_ile,lump_ile,lump_ile,lump_ɪleː,be confused,குமை
ꢭꢸꢪ꣄ꢦꢵꢜ꣄,लुम्पाट,லும்பாட்,lumpaat',lumpAT,lumpāṭ,lumpɑːʈ,to confuse,குமை
ꢧꢸꢭꢵꢧꢸꢭꢶꢣꢾꢒ꣄ꢒꢵꢜ꣄,फुलाफुलि द॑क्काट,பு2லாபு2லிதெ3க்காட்,phulaaphulide'kkaat',phulAphulidEkkAT,phulāphulidĕkkāṭ,pʰulɑːpʰulɪd̪ekkɑːʈ,show pimples,குரு
ꢱꣁꢥ꣄ꢡꣁꢰ꣄ ꢦꣁꢥ꣄ꢣꢶ,सा॑न्तोष्पा॑न्दि,ஸொந்தோஷ் பொந்தி3,so'nto'sh po'ndi,sOntOS pOndi,sŏntŏṣ pŏndi,s̪on̪t̪oʂ pon̪d̪ɪ,rejoice,குலாவு
ꢒꢸꢣꢹꢲꢭ꣄ ꢦꣁꢥ꣄ꢣꢶ,कुतूहल्पा॑न्दि,குதூஹல்பொந்தி3,kudoohal po'ndi,kudUhal pOndi,kudūhal pŏndi,kud̪uːɦəl pon̪d̪ɪ,rejoice,குலாவு
ꢂꢭ꣄ꢮꢵꢜ꣄,हल्वाट,ஹல்வாட்,alvaat',alvAT,alvāṭ,əlʋɑːʈ,shake,குலுக்கு
ꢂꢭ꣄ꢭꢶ,हल्लि,ஹல்லி,alli,alli,alli,əllɪ,shake,குலுங்கு
ꢱꢪ꣄ꢪꢶꢯ꣄ꢬꢠꣁ ꢲꣁꢫ꣄ꢬꢴꢵ,सम्मिश्रणा॑ हा॑य र्हा,ஸம்மிஶ்ரணொ ஹொய் ரா:,sammishrano' ho'yrhaa,sammizraNO hOyrhA,sammiśraṇŏ hŏyrhā,s̪əmmɪʃɾəɳo ɦojɾɦɑː,Be shuffled,குலை
ꢪꢸꢭ꣄ꢭ ꢧꢭ꣄ꢭꣁ ꢲꣁꢫ꣄ ꢬꢴꢵ,मुल्लफल्ला॑ हा॑य र्हा,முல்லப2ல்லொ ஹொய் ரா:,mulla phallo' ho'y rhaa,mulla phallO hOy rhA,mulla phallŏ hŏy rhā,mullə pʰəllo ɦoj ɾɦɑː,Be shuffled,குலை
ꢒꢮ꣄ꢭꢫꢶ ꢬꢴꢵ,कव्लयि र्हा,கவ்லயி ரா:,kavlayi rhaa,kavlayi rhA,kavlayi rhā,kəʋləjɪ ɾɦɑː,Be shuffled,குலை
ꢪꢶꢱ꣄ꢬꢠꣁ ꢒꢿꢬ꣄,मिश्रणा॑ केर,மிஶ்ரணொ கேர்,misrano' ker,misraNO ker,misraṇŏ ker,mɪs̪ɾəɳo keːɾ,Shuffle up,குலை
ꢪꢸꢭ꣄ꢭ ꢧꢭ꣄ꢭꣁ ꢒꢿꢬ꣄,मुल्ल फल्ला॑ केर,முல்ல ப2ல்லொ கேர்,mulla phallo' ker,mulla phallO ker,mulla phallŏ ker,mullə pʰəllo keːɾ,Shuffle up,குலை
ꢒꢮ꣄ꢭꢶ ꢡꢵꢫ꣄,कव्लि ताय,கவ்லி தாய்,kavli taay,kavli tAy,kavli tāy,kəʋlɪ t̪ɑːj,Shuffle up,குலை
ꢒꢸꢥꢪꢶꢖ꣄ꢗꢶꢫꢶ ꢬꢴꢵ,कुमिञ्चियि र्हा,குமிஞ்சயி ரா:,kunamingchiyi rhaa,kunamiGciyi rhA,kunamiṅciyi rhā,kun̪əmɪŋt͡ʃɪjɪ ɾɦɑː,be heaped up,குவி
ꢒꢸꢪꢶꢖ꣄ꢗꢶ ꢢꣁꢮ꣄,कुमिञ्चि थोव्,குமிஞ்சிதோ2வ்,kumingchi tho'v,kumiGci thOv,kumiṅci thŏv,kumɪŋt͡ʃɪ t̪ʰoʋ,heap up,குவி
ꢭꢸꢪ꣄ꢦꢶ,लुम्पि,லும்பி,lumpi,lumpi,lumpi,lumpɪ,confuse,குழப்பு
ꢭꢸꢪ꣄ꢦꢫꢶ ꢬꢴꢵ,लुम्पयि र्हा,லும்பயி ரா:,lumpayi rhaa,lumpayi rhA,lumpayi rhā,lumpəjɪ ɾɦɑː,Be confused,குழம்பு
ꢔꣁꢳꢔꣁꢳꢫꢶ ꢮꢡ꣄ꢡꣁ ꢒꢾꢬ꣄,गोळगोळयि वत्ता॑ केर,கொ3ளகொ3ளயி வத்தொ கேர்,go'l'ago'l'ayi vatto' ke'r,gOLagOLayi vattO kEr,gŏl̤agŏl̤ayi vattŏ kĕr,goɭəgoɭəjɪ ʋət̪t̪o keɾ,Babble,குழறு
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢦꣂꢜ꣄,पोल्लम्पोट्,பொல்லம்போட்,po'llam pot',pOllam poT,pŏllam poṭ,polləm poːʈ,become hole,குழி
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢒꢾꢬ꣄,पा॑ल्लम्केर्,பொல்லம்கேர்,po'llam ke'r,pOllam kEr,pŏllam kĕr,polləm keɾ,dig,குழி
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢒꣁꢮ꣄ꢬꢶ,पा॑ल्लम का॑व्रि,பொல்லம் கொவ்ரி,po'llam ko'vri,pOllam kOvri,pŏllam kŏvri,polləm koʋɾɪ,dig,குழி
ꢙꢾꢡ ꢗꢿꢬ꣄,ज॑तचेर्,ஜெதசேர்,je'ta cher,jEta cer,jĕta cer,d͡ʒet̪ə t͡ʃeːɾ,assemble,குழுமு
ꢒꢮ꣄ꢭꢫꢶ ꢬꢴꢵ,कव्लयि र्हा,கவ்லயிரா:,kavlayi rhaa,kavlayi rhA,kavlayi rhā,kəʋləjɪ ɾɦɑː,mix,குழை
ꢒꢮ꣄ꢭꢶ,कव्लि,கவ்லி,kavli,kavli,kavli,kəʋlɪ,mix,குழை
ꢱ꣄ꢥꢵꢥ꣄ ꢒꢿꢬ꣄,स्नान्केर्,ஸ்நான்கேர்,snaan ker,snAn ker,snān ker,s̪n̪ɑːn̪ keːɾ,take bath,குளி
ꢃꢖ꣄ꢔꢸ ꢤꢹꢮ꣄,आङ्गुधूव,ஆங்கு3தூ4வ்,aangu dhoov,AGgu dhUv,āṅgu dhūv,ɑːŋgu d̪ʰuːʋ,take bath,குளி
