Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢆꢒ꣄ꢒꢶ,उक्कि,உக்கி,ukki,ukki,ukki,ukkɪ,Seize / snatch,பறி (த்த்)  
ꢚꢾꢭ꣄ꢦꢶ,झेल्पि,ஜெ2ல்பி,jhe'lpi,jhElpi,jhĕlpi,d͡ʒʰelpɪ,Seize / snatch,பறி (த்த்)  
ꢱꣂꢤꢥꣁ ꢒꢿꢬ꣄,सा॑धना॑ केर,ஸோத4னொகேர்,sodhano' ker,sodhanO ker,sodhanŏ ker,s̪oːd̪ʰən̪o keːɾ,"test, examine",பரிசோதி (த்த்)  
ꢂꢭ꣄ꢭꢵꢜ꣄,अल्लाट्,அல்லாட்,allaat',allAT,allāṭ,əllɑːʈ,Be agitated,பரிதவி (த்த்)  
ꢦꢬꢶꢦꢵꢭꢥꣁ ꢒꢿꢬ꣄,परिपालना॑ केर,பரிபாலனொ கேர்,paripaalano' ker,paripAlanO ker,paripālanŏ ker,pəɾɪpɑːlən̪o keːɾ,rule,பரிபாலி (த்த்)  
ꢮꢱ꣄ꢥꣁ ꢣꢿꢱ꣄ꢡꢶ ꢱꣁ ꢲꣁ,वस्ना॑देस्तिसा॑ हा॑,வஸ்னொ தே3ஸ்திஸொ ஹொ,vasno' desti so' ho',vasnO desti sO hO,vasnŏ desti sŏ hŏ,ʋəs̪n̪o d̪eːs̪t̪ɪ s̪o ɦo,be fragrant,பரிமளி (த்த்)  
ꢲꣁꢞ꣄ꢮꢶ,हा॑ड्वि,ஹொட்3வி,ho'd'vi,hODvi,hŏḍvi,ɦoɖʋɪ,serve,பரிமாறு (இன்)  
ꢣꢾꢳ꣄꣄ꢒꣁ ꢦꣂꢜ꣄,द॑ळ्का॑ पोट,தெ3ள்கொபோட்,de'l'ko' pot',dELkO poT,dĕl̤kŏ poṭ,d̪eɭko poːʈ,become stout,பரு (த்த்)  
ꢨꢿ,पे,பே,be,be,be,beː,drink,பருகு (இன்)  
ꢗꢾꢜ꣄ꢮꢫꢶ ꢬꢴꢵ,च॑ट्वयि र्हा,செட்வயி ரா:,che't'vayi rhaa,cETvayi rhA,cĕṭvayi rhā,t͡ʃeʈʋəjɪ ɾɦɑː,Increase(int),பல்கு (இன்)  
ꢮꢿꢥ꣄ ꢲꣂ ꢚꢸꢒ꣄ꢒꢸ ꢲꣂ,वेन हो,வேன் ஹோ,ven ho jhukku ho,ven ho jhukku ho,ven ho jhukku ho,ʋeːn̪ ɦoː d͡ʒʰukku ɦoː,Increase(int),பல்கு (இன்)  
ꢮꢿꢥ꣄ ꢲꣂ ꢚꢸꢒ꣄ꢒꢸ ꢲꣂ,झुक्कु हो,ஜு2க்கு ஹோ,ven ho jhukku ho,ven ho jhukku ho,ven ho jhukku ho,ʋeːn̪ ɦoː d͡ʒʰukku ɦoː,Increase(int),பல்கு (இன்)  
ꢦꢭꢶꢛ꣄ꢗꢶ,फलिञ्चि,ப2லிஞ்சி,palinchi,paliJci,paliñci,pəlɪɲt͡ʃɪ,produce result(int),பலி (த்த்)  
ꢮꢜ꣄ꢒꢾ ꢒꢿꢬ꣄,वट्क॑ केर्,வட்கெகேர்,vat'ke' ker,vaTkE ker,vaṭkĕ ker,ʋəʈke keːɾ,tame,பழக்கு (இன்)  
ꢦꣁꢳ꣄ꢔꢶ,पा॑ळ्गि,பொள்கி3,po'l'gi,pOLgi,pŏl̤gi,poɭgɪ,mix with (people),பழகு (இன்)  
ꢦꣁꢬꣁ ꢕꢵꢭ꣄,पा॑रा॑ घाल,பொரொ கா4ல்,po'ro' ghaal,pOrO ghAl,pŏrŏ ghāl,poɾo gʰɑːl,Blame(tr),பழி (த்த்)  
ꢗꢹꢒ꣄ ꢱꢖ꣄ꢔꢶ,चूक सङ्गि,சூக் ஸங்கி3,chook sangi,cUk saGgi,cūk saṅgi,t͡ʃuːk s̪əŋgɪ,Blame(tr),பழி (த்த்)  
ꢚꣂꢭꢶꢛ꣄ꢗꢶ,झा॑लिञ्चि,ஜொ2லிஞ்சி,jholinchi,jholiJci,jholiñci,d͡ʒʰoːlɪɲt͡ʃɪ,glitter,பளபள (த்த்)  
ꢤꢾꢬ꣄꣄ꢭꢾ,ध॑र्ल॑,தெ4ர்லே,dhe'rle',dhErlE,dhĕrlĕ,d̪ʰeɾle,hold,பற்று (இன்)  
ꢲꢸꢞ꣄,हूड्,ஹூட்3,hud',huD,huḍ,ɦuɖ,fly,பற (ந்த்)  
ꢒꣁꢮ꣄ꢬꢶ,का॑व्रि,கொவ்ரி,ko'vri,kOvri,kŏvri,koʋɾɪ,scratch,பிறாண்டு (இன்)  
ꢡꣂꢜ꣄,तोट्,தோட்,tot',toT,toṭ,t̪oːʈ,pluck,பறி (த்த்)  
ꢦ꣄ꢬꢒꢜꢥꣁ ꢒꢿꢬ꣄,प्रकटना॑ केर,ப்ரகடனொ கேர்,prakat'ano' ker,prakaTanO ker,prakaṭanŏ ker,pɾəkəʈən̪o keːɾ,proclaim,பறை (ந்த்)  
ꢦꢥꢶ ꢨꢶꢥ꣄ꢣꢸꢥ꣄ ꢪꢶꢳꢫꢶ ꢬꢴꢵ,पनि बिन्दुन मिळयि र्हा,பனி பி3ந்து3ன் மிளயி ரா:,pani bindun mil'ayi rhaa,pani bindun miLayi rhA,pani bindun mil̤ayi rhā,pən̪ɪ bɪn̪d̪un̪ mɪɭəjɪ ɾɦɑː,"collect dew, filled with tears(int)",பனி (த்த்)  
ꢣꣁꢭꢵꢪ꣄ꢦꢥꢶ ꢲꢶꢨ꣄ꢨꢶ ꢬꢴꢵ,दोलाम पनि हिब्बि र्हा,தொ3ளாம்பனி ஹிப்3பி3 ரா:,do'laampani hibbi rhaa,dOlAmpani hibbi rhA,dŏlāmpani hibbi rhā,d̪olɑːmpən̪ɪ ɦɪbbɪ ɾɦɑː,"collect dew, filled with tears(int)",பனி (த்த்)  
ꢔꢵꢮ꣄,गाव,கா3வ்,gaav,gAv,gāv,gɑːʋ,sing,பாடு (இன்)  
ꢨꢵꢤꣁ ꢒꢿꢬ꣄,बाधा॑ केर,பா3தொ4 கேர்,baadho' ker,bAdhO ker,bādhŏ ker,bɑːd̪ʰo keːɾ,Affect(tr),பாதி (த்த்)  
ꢨꢵꢤꣁ ꢦꣁꢥ꣄ꢣꢵꢜ꣄,बाधा॑ पा॑न्दाट,பா3தொ4 பொந்தா3ட்,baadho' po'ndaat',bAdhO pOndAT,bādhŏ pŏndāṭ,bɑːd̪ʰo pon̪d̪ɑːʈ,Affect(tr),பாதி (த்த்)  
ꢬꢒ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,ꢬरक्षणा॑ केर,ரக்ஷணொ கேர்,rakshano' ker,rakSaNO ker,rakṣaṇŏ ker,ɾəkʂəɳo keːɾ,protect,பாதுகா (த்த்)  
ꢬꢒ꣄ꢰꢶ,रक्षि,ரக்ஷி,rakshi,rakSi,rakṣi,ɾəkʂɪ,protect,பாதுகா (த்த்)  
ꢦ꣄ꢬꢮꢲꢶ,प्रवहि,ப்ரவஹி,pravahi,pravahi,pravahi,pɾəʋəɦɪ,Flood/run in spate,பாய் (ந்த்)  
ꢦꢵꢱꢥꣁ ꢒꢿꢬ꣄,पासना॑ केर,பாஸனொ கேர்,paasano' ker,pAsanO ker,pāsanŏ ker,pɑːs̪ən̪o keːɾ,Irrigate/flush,பாய்ச்சு (இன்)  
ꢱꢵ,सा,ஸா,saa,sA,sā,s̪ɑː,See/look,பார் (த்த்)  
ꢕꢾꢥꢪ꣄ ꢒꢿꢬ꣄,घेनम केर,கெ4னம் கேர்,ghe'nam ker,ghEnam ker,ghĕnam ker,gʰen̪əm keːɾ,Praise/honour,பாராட்டு (இன்)  
ꢕꣃꢬ꣄ꢡꣁ ꢒꢿꢬ꣄,गौर्तो केर,கௌ3ர்தொ கேர்,ghaurto' ker,ghaurtO ker,ghaurtŏ ker,gʰəuɾt̪o keːɾ,Praise/honour,பாராட்டு (இன்)  
ꢯ꣄ꢭꢵꢕꢥꣁ ꢒꢿꢬ꣄,श्लाघना॑ केर,ஶ்லாக4னொ கேர்,shlaaghano' ker,zlAghanO ker,ślāghanŏ ker,ʃlɑːgʰən̪o keːɾ,Praise/honour,பாராட்டு (இன்)  
ꢮꢮ꣄ꢬꢶ,वव्रि,வவ்ரி,vavri,vavri,vavri,ʋəʋɾɪ,use,பாவி (த்த்)  
ꢆꢦꢫꣂꢒ꣄ ꢒꢿꢬ꣄,उपयोक केर,உபயோக் கேர்,upayok ker,upayok ker,upayok ker,upəjoːk keːɾ,use,பாவி (த்த்)  
ꢥꢹꢔ꣄,नूग,நூக்3,noog,nUg,nūg,n̪uːg,use,பாவி (த்த்)  
ꢕꢵꢭ꣄,घाल्,கா4ல்,ghaal,ghAl,ghāl,gʰɑːl,sow,பாவு (இன்)  
ꢪꢥ꣄ꢡꢸꢱꢾꢬ ꢬꢴꢵ,मन्तुस॑र र्हा,மந்துஸெர ரா:,mantuse'ra rhaa,mantusEra rhA,mantusĕra rhā,mən̪t̪us̪eɾə ɾɦɑː,Have flaw,பிசகு (இன்)  
ꢗꢶꢔꢸꢜ꣄ꢜꢒꢥꢶ ꢬꢴꢵ,चिगुट्टकनि र्हा,சிகு3ட்டகனி ரா:,chigut't'akani rhaa,ciguTTakani rhA,ciguṭṭakani rhā,t͡ʃɪguʈʈəkən̪ɪ ɾɦɑː,be sticky,பிசுபிசு (த்த்)  
ꢒꢸꢱꢶꢬ꣄,कुसिर,குஸிர்,kusir,kusir,kusir,kus̪ɪɾ,"squeeze, knead",பிசை (ந்த்)  
ꢤꢾꢬ꣄,ध॑र,தே4ர்,dhe'r,dhEr,dhĕr,d̪ʰeɾ,catch,பிடி (த்த்)  
ꢆꢒ꣄ꢒꢶ,उक्कि,உக்கி,ukki,ukki,ukki,ukkɪ,snatch,பிடுங்கு (இன்)  
ꢪꣁꢥ꣄ꢥꢸꢩꢿꢡ꣄ ꢲꣂ,मा॑न्नुभेत हो,மொன்னுபே4த் ஹோ,mo'nnubhet ho,mOnnubhet ho,mŏnnubhet ho,mon̪n̪ubʰeːt̪ ɦoː,Dissent/tussle,பிணக்கு (இன்)  
ꢪꢶꢭꢶ ꢬꢴꢵ,मिलि र्हा,மிளி ரா:,mili rhaa,mili rhA,mili rhā,mɪlɪ ɾɦɑː,Entangle/,பிணி (த்த்)  
ꢒꢸꢜ꣄ꢒꢵꢥ꣄ ꢗꢾꢬꢶ ꢬꢴꢵ,कुट्कान च॑रि र्हा,குட்கான் செரி ரா:,kut'kaan che'ri rhaa,kuTkAn cEri rhA,kuṭkān cĕri rhā,kuʈkɑːn̪ t͡ʃeɾɪ ɾɦɑː,Entangle/,பிணி (த்த்)  
ꢒꢸꢜ꣄ꢒꢵꢥ꣄ ꢱꢥ꣄ꢤꢫꢶ ꢬꢴꢵ,कुट्कान सन्धयि र्हा,குட்கான் ஸந்த4யி ரா:,kut'kaan sandhayi rhaa,kuTkAn sandhayi rhA,kuṭkān sandhayi rhā,kuʈkɑːn̪ s̪ən̪d̪ʰəjɪ ɾɦɑː,Entangle/,பிணி (த்த்)  
ꢒꢸꢜ꣄ꢒꢵꢥ꣄ ꢗꢾꢬ꣄ꢗꢶ,कुट्कान च॑र्चि,குட்கான் செர்சி,kut'kaan che'rchi,kuTkAn cErci,kuṭkān cĕrci,kuʈkɑːn̪ t͡ʃeɾt͡ʃɪ,join,பிணை (த்த்)  
ꢒꢸꢜ꣄ꢒꢵꢥ꣄ ꢱꢥ꣄ꢤꢶ,कुट्कान सन्धि,குட்கான் ஸந்தி4,kut'kaan sandhi,kuTkAn sandhi,kuṭkān sandhi,kuʈkɑːn̪ s̪ən̪d̪ʰɪ,join,பிணை (த்த்)  
ꢔꣁꢳ ꢔꣁꢳꢫꢶ ꢬꢴꢵ,गा॑ळ्गा॑ळयि र्हा,கொ3ளகொ3ளயி ரா:,go'l'a go'l'ayi rhaa,gOLa gOLayi rhA,gŏl̤a gŏl̤ayi rhā,goɭə goɭəjɪ ɾɦɑː,babble /prate,பிதற்று (இன்)  
ꢦꢶꢱ꣄ꢒꢶ,पिस्कि,பிஸ்கி,piski,piski,piski,pɪs̪kɪ,Press out (tr.),பிதுக்கு (இன்)  
ꢦꢶꢱ꣄ꢒꢫꢶ ꢙꢵ,पिस्कयि जा,பிஸ்கயி ஜா,piskayi jaa,piskayi jA,piskayi jā,pɪs̪kəjɪ d͡ʒɑː,be pressed out (int.),பிதுங்கு  
ꢦꢱ꣄ꢒꢜ꣄ ꢦꣂꢜ꣄,पस्कट पोट,பஸ்கட் போட்,paskat' pot',paskaT poT,paskaṭ poṭ,pəs̪kəʈ poːʈ,stay behind,பிந்து (இன்)  
ꢧꢜ꣄ꢜꢶ ꢬꢴꢵ,फट्टि र्हा,ப2ட்டி ரா:,phat't'i rhaa,phaTTi rhA,phaṭṭi rhā,pʰəʈʈɪ ɾɦɑː,be torn (int.),பிய் (ந்த்)  
ꢧꢵꢜ꣄ꢜ,फाट्,பா2ட்,phaat't'a,phATTa,phāṭṭa,pʰɑːʈʈə,tear (tr.),பிய் (த்த்)  
ꢚꣁꢭꢶꢛ꣄ꢗꢶ,झा॑लिञ्चि,ஜொ2லிஞ்சி,jho'linchi,jhOliJci,jhŏliñci,d͡ʒʰolɪɲt͡ʃɪ,shine,பிரகாசி (த்த்)  
ꢙꢿꢥ꣄,जेन्,ஜேன்,jen,jen,jen,d͡ʒeːn̪,deliver,பிரசவி (த்த்)  
ꢦ꣄ꢬꢡꢶꢦ꣄ꢬꢒꢵꢯ꣄ ꢒꢿꢬ꣄,प्रतिप्ररकाश केर,ப்ரதிப்ரகாஶ் கேர்,pratiprakaash ker,pratiprakAz ker,pratiprakāś ker,pɾət̪ɪpɾəkɑːʃ keːɾ,reflect,பிரதிபலி (த்த்)  
ꢃꢯ꣄꣄ꢗꢬ꣄ꢫꢸ ꢲꣂ,आश्चर्यु हो,ஆஶ்சர்யு ஹோ,aashcharyu ho,Azcaryu ho,āścaryu ho,ɑːʃt͡ʃəɾju ɦoː,Wonder(int),பிரமி (த்த்)  
ꢮꢮ꣄ꢬꢶ,वव्रि,வவ்ரி,vavri,vavri,vavri,ʋəʋɾɪ,use,பிரயோகி (த்த்)  
ꢆꢦꢫꣁꢔ꣄ ꢒꢿꢬ꣄,उपयोक केर,உபயோக் கேர்,upayo'g ker,upayOg ker,upayŏg ker,upəjog keːɾ,use,பிரயோகி (த்த்)  
ꢥꢹꢔ꣄,नूग,நூக்3,noog,nUg,nūg,n̪uːg,use,பிரயோகி (த்த்)  
ꢡꢹꢬ꣄,तूर,தூர்,toor,tUr,tūr,t̪uːɾ,enter,பிரவேசி (த்த்)  
ꢦ꣄ꢬꢮꢿꢯ꣄ ꢒꢿꢬ꣄,प्रवेश केर,ப்ரவேஶ் கேர்,pravesh ker,pravez ker,praveś ker,pɾəʋeːʃ keːɾ,enter,பிரவேசி (த்த்)  
ꢮꢜꣁ ꢲꣁꢫ꣄ꢬꢴꢵ,वटा॑ हा॑य र्हा,வடொ ஹொய் ரா:,vat'o' ho'yrhaa,vaTO hOyrhA,vaṭŏ hŏyrhā,ʋəʈo ɦojɾɦɑː,be separated(int),பிரி (ந்த்)  
ꢮꢜꣁ ꢲꣂ,वटो हो,வடொ ஹோ,vat'o' ho,vaTO ho,vaṭŏ ho,ʋəʈo ɦoː,be separated(int),பிரி (ந்த்)  
ꢮꢜꣁ ꢒꢿꢬ꣄,वटा॑ केर,வடொ கேர்,vat'o' ker,vaTO ker,vaṭŏ ker,ʋəʈo keːɾ,separate,பிரி (த்த்)  
ꢩꢵꢔ꣄ ꢒꢿꢬ꣄,भाग केर,பா4க்3 கேர்,bhaag ker,bhAg ker,bhāg ker,bʰɑːg keːɾ,separate,பிரி (த்த்)  
ꢦ꣄ꢬꢾꢬꢥꣁ ꢒꢿꢬ꣄,प्रेरना॑ केर,ப்ரேரனொ கேர்,pre'rano' ker,prEranO ker,prĕranŏ ker,pɾeɾən̪o keːɾ,propose,பிரேரி (த்த்)  
ꢦꢶꢳ꣄,पिळ्,பீள்,pil',piL,pil̤,pɪɭ,squeeze,பிழி (ந்த்)  
ꢙꢶꢮ꣄ꢭꢶ ꢬꢴꢵ,जिव्लि र्हा,ஜிவ்லி ரா:,jivli rhaa,jivli rhA,jivli rhā,d͡ʒɪʋlɪ ɾɦɑː,survive,பிழை (த்த்)  
ꢧꢵꢜ꣄ ꢒꢿꢬ꣄,फाट केर,பா2ட் கேர்,phaat' ker,phAT ker,phāṭ ker,pʰɑːʈ keːɾ,split,பிள (ந்த்)  
ꢕꢶꢶꢪ꣄ꢒꢵꢬ꣄ ꢒꢿꢬ꣄,घिम्कार केर,கி4ம்கார் கேர்,ghiimkaar ker,ghiimkAr ker,ghiimkār ker,gʰɪɪmkɑːɾ keːɾ,trumpet,பிளிறு (இன்)  
ꢇꢙ꣄,ऊज,ஊஜ்,ooj,Uj,ūj,uːd͡ʒ,take birth(int),பிற (ந்த்)  
ꢱꢸꢜ꣄ꢜꢶ ꢙꢵ,सुट्टि जा,ஸுட்டி ஜா,sut't'i jaa,suTTi jA,suṭṭi jā,s̪uʈʈɪ d͡ʒɑː,slip,பிறழ் (ந்த்)  
ꢱꢸꢫꢦ꣄ꢬꢩꢵꢮ꣄ ꢔꢵꢮ꣄,सुयप्रभाव गाव,ஸுயப்ரபா4வ் கா3வ்,suyaprabhaav gaav,suyaprabhAv gAv,suyaprabhāv gāv,s̪ujəpɾəbʰɑːʋ gɑːʋ,praise self,பீத்து (இன்)  
ꢓꢮꢵꢜ꣄,खवाट्,க2வாட்,khavaat',khavAT,khavāṭ,kʰəʋɑːʈ,feed,புகட்டு (இன்)  
ꢙꣁꢪꢵꢜ꣄,जा॑माट्,ஜெமாட்,jo'maat',jOmAT,jŏmāṭ,d͡ʒomɑːʈ,feed,புகட்டு (இன்)  
ꢪꢾꢬ꣄ꢗꢶ,म॑र्चि,மெர்சி,me'rchi,mErci,mĕrci,meɾt͡ʃɪ,praise,புகழ் (ந்த்)  
ꢤꢹꢬ꣄,तूर्,தூர்,dhoor,dhUr,dhūr,d̪ʰuːɾ,enter,புகு (ந்த்)  
ꢡꢸꢬꢵꢜ꣄,तुराट्,துராட்,turaat',turAT,turāṭ,t̪uɾɑːʈ,thrust,புகுத்து (இன்)  
ꢤꢸꢪꢫꢶ ꢬꢴꢵ,धुमयि र्हा,து4மயி ரா:,dhumayi rhaa,dhumayi rhA,dhumayi rhā,d̪ʰuməjɪ ɾɦɑː,smoke (int.),புகை (ந்த்)  
ꢤꢸꢪꢵꢜ꣄,धुमाट,து4மாட்,dhumaat',dhumAT,dhumāṭ,d̪ʰumɑːʈ,smoke (cigarette),புகை (த்த்)  
ꢓꢵ,खा,கா2,khaa,khA,khā,kʰɑː,eat,புசி (த்த்)  
ꢡꢾꢱꢶ ꢧꣁꢜ꣄,त॑सि फा॑ट,தெஸி போ2ட்,te'si pho't',tEsi phOT,tĕsi phŏṭ,t̪es̪ɪ pʰoʈ,Thrash(tr),புடை (த்த்)  
ꢬꢾꢔꢶꢞꢶ ꢧꣁꢜ꣄,र॑गिडि फा॑ट,ரெகி3டி3 போ2ட்,re'gid'i pho't',rEgiDi phOT,rĕgiḍi phŏṭ,ɾegɪɖɪ pʰoʈ,Thrash(tr),புடை (த்த்)  
ꢧꢸꢔ꣄ꢔꢶ ꢬꢴꢵ,फुग्गि र्हा,பு2க்3கி3 ரா:,phuggi rhaa,phuggi rhA,phuggi rhā,pʰuggɪ ɾɦɑː,swell,புடை (த்த்)  
ꢦꢸꢥꢬꢸꢣ꣄ ꢤꢵꢬꢥꣁ ꢒꢿꢬ꣄,पुनरुद्धारणा॑ केर,புனருத்3தா4ரணொ கேர்,punarud dhaarano' ker,punarud dhAranO ker,punarud dhāranŏ ker,pun̪əɾud̪ d̪ʰɑːɾən̪o keːɾ,renovate,புதுப்பி (த்த்)  
ꢥꣁꢮꣁ ꢒꢿꢬ꣄,ना॑वा॑ केर,நொவொ கேர்,no'vo' ker,nOvO ker,nŏvŏ ker,n̪oʋo keːɾ,renovate,புதுப்பி (த்த்)  
ꢔꢞꢫꢶ ꢬꢴꢵ,गडयि र्हा,க3ட3யி ரா:,gad'ayi rhaa,gaDayi rhA,gaḍayi rhā,gəɖəjɪ ɾɦɑː,be buried,புதை (ந்த்)  
ꢔꢞ꣄,गड्,கா3ட்3,gad',gaD,gaḍ,gəɖ,bury,புதை (த்த்)  
ꢤꢹꢳ꣄,धूळ्,தூ4ள்,dhool',dhUL,dhūl̤,d̪ʰuːɭ,roll,புரள் (ண்ட்)  
ꢂꢥ꣄ꢣꢞ꣄ꢳꢿ,अन्दड्ळे,அந்த3ட்3ளே,andad'l'e,andaDLe,andaḍl̤e,ən̪d̪əɖɭeː,Understand(tr),புரி (ந்த்)  
ꢙꢥ꣄ꢭꢿ,जन्ले,ஜன்லே,janle,janle,janle,d͡ʒən̪leː,Understand(tr),புரி (ந்த்)  
ꢒꢳꢫꢶꢭꢿ,कळयिले,களயிலே,kal'ayile,kaLayile,kal̤ayile,kəɭəjɪleː,Understand(tr),புரி (ந்த்)  
ꢗꢹꢒ꣄ ꢪꢾꢥ꣄ꢭꢶ ꢬꣂꢜ꣄,चूक म॑न्लि रोट,சூக் மென்லி ரோட்,chook me'nli rot',cUk mEnli roT,cūk mĕnli roṭ,t͡ʃuːk men̪lɪ ɾoːʈ,rave (weeping talk)/complain,புலம்பு (இன்)  
ꢧꣀꢭꢶꢧꢵꢬ꣄ ꢲꣂ,फैलिफार हो,பை2லிபா2ர் ஹோ,phailiphaar ho,phailiphAr ho,phailiphār ho,pʰəɪlɪpʰɑːɾ ɦoː,dawn,புலர் (ந்த்)  
ꢱꣁꢭꢧꢵꢬ꣄ ꢲꣂ,सा॑लफार हो,ஸொளபா2ர் ஹோ,so'laphaar ho,sOlaphAr ho,sŏlaphār ho,s̪oləpʰɑːɾ ɦoː,dawn,புலர் (ந்த்)  
ꢮꢮ꣄ꢬꢶꢥꢶꢪ꣄ ꢬꢴꢵ,वव्रिनिम र्हा,வவ்ரினிம் ரா:,vavrinim rhaa,vavrinim rhA,vavrinim rhā,ʋəʋɾɪn̪ɪm ɾɦɑː,be in use,புழங்கு (இன்)  
ꢦꢬꢶꢫꣂꢔꢸꢪ꣄ ꢬꢴꢵ,प्रयोगुम र्हा,ப்ரயோகு3ம் ரா:,pariyogum rhaa,pariyogum rhA,pariyogum rhā,pəɾɪjoːgum ɾɦɑː,be in use,புழங்கு (இன்)  
ꢪꢷꢔꢸꢪ꣄ ꢬꢴꢵ,नूगुम रा,நூகு3ம் ரா:,meegum rhaa,mIgum rhA,mīgum rhā,miːgum ɾɦɑː,be in use,புழங்கு (இன்)  
ꢬꢦ꣄ꢡꢵꢪ꣄ ꢬꢴꢵ,रप्ताम र्हा,ரப்தாம் ரா:,raptaam rhaa,raptAm rhA,raptām rhā,ɾəpt̪ɑːm ɾɦɑː,be in use,புழங்கு (இன்)  
ꢪꢸꢬ꣄ꢔꢫꢶ ꢬꢴꢵ,मुर्गयि र्हा,முர்க3யி ரா:,murgayi rhaa,murgayi rhA,murgayi rhā,muɾgəjɪ ɾɦɑː,be rotten,புழு (த்த்)  
ꢱꢶꢙ꣄ꢮꢶ,सिज्वि,ஸிஜ்வி,sijvi,sijvi,sijvi,s̪ɪd͡ʒʋɪ,boil,புழுக்கு (இன்)  
ꢱꢾꢔꣁ ꢒꢿꢬ꣄,स॑गा॑ केर,ஸெகொ3 கேர்,se'go' ker,sEgO ker,sĕgŏ ker,s̪ego keːɾ,be sultry,புழுங்கு (இன்)  
ꢮꢶꢙ꣄ꢙꢵꢜ꣄,विज्जाट,விஜ்ஜாட்,vijjaat',vijjAT,vijjāṭ,ʋɪd͡ʒd͡ʒɑːʈ,"sour taste, ferment",புளி (த்த்)  
ꢗꣁꢞ꣄ꢞꣁꢮꢡ꣄ꢡꣁ ꢒꢿꢬ꣄,चा॑ड्डा॑वत्ता॑ केर,சொட்3டொ3வத்தொகேர்,cho'd'd'o'vatto' ker,cODDOvattO ker,cŏḍḍŏvattŏ ker,t͡ʃoɖɖoʋət̪t̪o keːɾ,lie,புளுகு (இன்)  
ꢡꢶꢬꢱ꣄ꢒꢵꢬ꣄ ꢒꢿꢬ꣄,ꢡꢶतिरस्कार केर,திரஸ்கார் கேர்,tiraskaar ker,tiraskAr ker,tiraskār ker,t̪ɪɾəs̪kɑːɾ keːɾ,ignore,புறக்கணி (த்த்)  
ꢥꢶꢔꢶꢭ꣄,निगिल्,நிகி3ள்,nigil,nigil,nigil,n̪ɪgɪl,start,புறப்படு (ட்)  
ꢧꢶꢬ꣄ꢭꢾ,फिर्ले,பி2ர்லே,phirle',phirlE,phirlĕ,pʰɪɾle,wear,புனை (ந்த்)  
ꢧꢹꢭ꣄,फूल,பூ2ல்(v),phool,phUl,phūl,pʰuːl,Blossom(int),பூ (த்த்)  
ꢭꢵꢮ꣄,लाव,லாவ்,laav,lAv,lāv,lɑːʋ,Apply/ smear,பூசு (இன்)  
ꢨꢷꢕꢵꢭ꣄,बीघाल्,பீ3கா4ல்,beeghaal,bIghAl,bīghāl,biːgʰɑːl,lock,பூட்டு (இன்)  
ꢱꣁꢪ꣄ꢦꢸꢦꣁꢥ꣄ꢣꢶ,सा॑म्पुपा॑न्दि,ஸொம்புபொந்தி3,so'mpupo'ndi,sOmpupOndi,sŏmpupŏndi,s̪ompupon̪d̪ɪ,feel elated,பூரி (த்த்)  
ꢣꢾꢳ꣄꣄ꢒ ꢒꣂꢜ꣄,द॑ळ्कपोट,தெ3ள்கபோட்,de'l'ka kot',dELka koT,dĕl̤ka koṭ,d̪eɭkə koːʈ,become stout,பெரு (த்த்)  
ꢔꢸꢠꢵꢞ꣄,गुणाड,கு3ணாட்3,gunaad',guNAD,guṇāḍ,guɳɑːɖ,"multiply, increase (tr.), ",பெருக்கு (இன்)  
ꢮꢿꢥ꣄ ꢒꢿꢬ꣄,वेन केर,வேன் கேர்,ven ker,ven ker,ven ker,ʋeːn̪ keːɾ,"multiply, increase (tr.), ",பெருக்கு (இன்)  
ꢮꢾꢥ ꢲꣂ,वेन्हो,வேன் ஹோ,ve'na ho,vEna ho,vĕna ho,ʋen̪ə ɦoː,increase (int.),பெருகு (இன்)  
ꢦꣁꢮ꣄ꢱ꣄ ꢦꣂꢜ꣄,पा॑व्स्पोट,பொவ்ஸ் போட்,po'vs pot',pOvs poT,pŏvs poṭ,poʋs̪ poːʈ,rain,பெய் (த்)  
ꢢꢵꢪ꣄ ꢪꢬ꣄ꢗꢶꢭꢾ,थाम मर्चिले,தா2ம் மர்சிலே,thaam marchile',thAm marcilE,thām marcilĕ,t̪ʰɑːm məɾt͡ʃɪle,change place,பெயர் (ந்த்)  
ꢂꢥꢸꢮꢵꢣ꣄ꢒꢿꢬ꣄,अनुवाद्केर,அனுவாத்3கேர்,anuvaadker,anuvAdker,anuvādker,ən̪uʋɑːd̪keːɾ,translate,பெயர் (த்த்)  
ꢩꢵꢰꢵꢥ꣄ꢡꢬ꣄ ꢒꢿꢬ꣄,भाषान्तर केर,பா4ஷாந்தர் கேர்,bhaashaantar ker,bhASAntar ker,bhāṣāntar ker,bʰɑːʂɑːn̪t̪əɾ keːɾ,translate,பெயர் (த்த்)  
ꢡꢬ꣄ꢙꢪꣁ ꢒꢿꢬ꣄,तर्जमा॑ केर,தர்ஜமொ கேர்,tarjamo' ker,tarjamO ker,tarjamŏ ker,t̪əɾd͡ʒəmo keːɾ,translate,பெயர் (த்த்)  
